Retrieving Remote Active Probes File.
Hypothesis for valid sslcert answers based on a mean of 138.000000 is ['13748167250777962796043662795652791579', '52374340215108295845375962883522092578', '57397899145990363081023081275480378375']
-----------------------------------------------------------------------------------
   Country Name  |        ASN |         In |        Out |      Error |      Empty |
        Hungary  |       8462 |          0 |          0 |          0 |          3 |
        Hungary  |      29278 |          0 |          0 |          0 |          1 |
        Hungary  |       2547 |          0 |          0 |          0 |          1 |
        Hungary  |     197750 |          0 |          0 |          0 |          1 |
        Hungary  |      41075 |          0 |          0 |          0 |          1 |
        Hungary  |       5483 |          0 |          0 |          0 |          4 |
        Hungary  |      20845 |          0 |          0 |          0 |          2 |
        Hungary  |       3244 |          0 |          0 |          0 |          1 |
        Hungary  |       1955 |          0 |          0 |          0 |          4 |
        Hungary  |      12301 |          0 |          0 |          0 |          2 |
        Hungary  |       5588 |          0 |          0 |          0 |          1 |
        Hungary  |      12303 |          0 |          0 |          0 |          2 |
        Hungary  |      42205 |          0 |          0 |          0 |          1 |
        Hungary  |       8448 |          0 |          0 |          0 |          1 |
        Hungary  |      47116 |          0 |          0 |          0 |          1 |
      Hong Kong  |       9735 |          0 |          0 |          0 |          1 |
        Andorra  |       6752 |          0 |          0 |          0 |          1 |
       Portugal  |       2860 |          0 |          0 |          0 |          1 |
       Portugal  |       8426 |          0 |          0 |          0 |          1 |
       Portugal  |      25137 |          0 |          0 |          0 |          1 |
       Portugal  |      62416 |          0 |          0 |          0 |          1 |
       Portugal  |       3243 |          0 |          0 |          0 |          4 |
       Portugal  |     197426 |          0 |          0 |          0 |          1 |
       Portugal  |      12833 |          0 |          0 |          0 |          1 |
       Portugal  |       1930 |          0 |          0 |          0 |          2 |
       Portugal  |      12353 |          0 |          0 |          0 |          3 |
       Portugal  |      58206 |          0 |          0 |          0 |          1 |
  Svalbard and   |       2119 |          0 |          0 |          0 |          1 |
  Svalbard and   |        224 |          0 |          0 |          0 |          1 |
           Peru  |       6147 |          0 |          0 |          0 |          1 |
       Pakistan  |      23966 |          0 |          0 |          0 |          1 |
       Pakistan  |       9541 |          0 |          0 |          0 |          1 |
    Philippines  |       9299 |          0 |          0 |          0 |          1 |
    Philippines  |       6648 |          0 |          0 |          0 |          1 |
    Philippines  |      23930 |          0 |          0 |          0 |          1 |
         Poland  |       8501 |          0 |          0 |          0 |          1 |
         Poland  |      60309 |          0 |          0 |          0 |          1 |
         Poland  |      31304 |          0 |          0 |          0 |          1 |
         Poland  |       8256 |          0 |          0 |          0 |          1 |
         Poland  |      49895 |          0 |          0 |          0 |          1 |
         Poland  |      51290 |          0 |          0 |          0 |          1 |
         Poland  |       8508 |          0 |          0 |          0 |          1 |
         Poland  |      41079 |          0 |          0 |          0 |          1 |
         Poland  |      20938 |          0 |          0 |          0 |          1 |
         Poland  |      42935 |          0 |          0 |          0 |          2 |
         Poland  |     202121 |          0 |          0 |          0 |          1 |
         Poland  |      39288 |          0 |          0 |          0 |          1 |
         Poland  |        251 |          0 |          0 |          0 |          1 |
         Poland  |      48424 |          0 |          0 |          0 |          1 |
         Poland  |      42374 |          0 |          0 |          0 |          1 |
         Poland  |      42763 |          0 |          0 |          0 |          1 |
         Poland  |      51155 |          0 |          0 |          0 |          1 |
         Poland  |     197971 |          0 |          0 |          0 |          1 |
         Poland  |      35007 |          0 |          0 |          0 |          1 |
         Poland  |      39869 |          0 |          0 |          0 |          1 |
         Poland  |      34409 |          0 |          0 |          0 |          1 |
         Poland  |      48659 |          0 |          0 |          0 |          1 |
         Poland  |      20555 |          0 |          0 |          0 |          1 |
         Poland  |     198971 |          0 |          0 |          0 |          1 |
         Poland  |      16342 |          0 |          0 |          0 |          2 |
         Poland  |      35434 |          0 |          0 |          0 |          1 |
         Poland  |      15798 |          0 |          0 |          0 |          1 |
         Poland  |      12741 |          0 |          0 |          0 |          2 |
         Poland  |       5617 |          0 |          0 |          0 |          3 |
         Poland  |      50153 |          0 |          0 |          0 |          1 |
         Poland  |      51944 |          0 |          0 |          0 |          2 |
         Poland  |      12324 |          0 |          0 |          0 |          1 |
         Poland  |      50505 |          0 |          0 |          0 |          1 |
         Poland  |      12346 |          0 |          0 |          0 |          1 |
         Poland  |      29512 |          0 |          0 |          0 |          1 |
         Poland  |     196890 |          0 |          0 |          0 |          1 |
         Poland  |       8726 |          0 |          0 |          0 |          1 |
        Estonia  |      49604 |          0 |          0 |          0 |          1 |
        Estonia  |       2586 |          0 |          0 |          0 |          2 |
        Estonia  |       3249 |          0 |          0 |          0 |          2 |
        Estonia  |     198068 |          0 |          0 |          0 |          1 |
        Estonia  |       8728 |          0 |          0 |          0 |          1 |
        Estonia  |      13272 |          0 |          0 |          0 |          2 |
        Estonia  |      60415 |          0 |          0 |          0 |          1 |
        Estonia  |       3327 |          0 |          0 |          0 |          1 |
        Estonia  |       8240 |          0 |          0 |          0 |          1 |
   South Africa  |      12258 |          0 |          0 |          0 |          1 |
   South Africa  |      32653 |          0 |          0 |          0 |          3 |
   South Africa  |      37358 |          0 |          0 |          0 |          1 |
   South Africa  |      22355 |          0 |          0 |          0 |          1 |
   South Africa  |       5713 |          0 |          0 |          0 |          1 |
   South Africa  |      37542 |          0 |          0 |          0 |          1 |
   South Africa  |       6083 |          0 |          0 |          0 |          2 |
   South Africa  |      10474 |          0 |          0 |          0 |          3 |
   South Africa  |      37105 |          0 |          0 |          0 |          2 |
   South Africa  |      37100 |          0 |          0 |          0 |          1 |
   South Africa  |      37520 |          0 |          0 |          0 |          1 |
   South Africa  |      11845 |          0 |          0 |          0 |          2 |
   South Africa  |       3741 |          0 |          0 |          0 |          3 |
   South Africa  |      16637 |          0 |          0 |          0 |          3 |
   South Africa  |      36937 |          0 |          0 |          0 |          1 |
        Ecuador  |       3549 |          0 |          0 |          0 |          1 |
          Italy  |      12874 |          0 |          0 |          0 |          3 |
          Italy  |       5396 |          0 |          0 |          0 |          1 |
          Italy  |      20912 |          0 |          0 |          0 |          1 |
          Italy  |       1267 |          0 |          0 |          0 |          1 |
          Italy  |     197075 |          0 |          0 |          0 |          1 |
          Italy  |      20794 |          0 |          0 |          0 |          1 |
          Italy  |      12637 |          0 |          0 |          0 |          2 |
          Italy  |       5602 |          0 |          0 |          0 |          1 |
          Italy  |      15788 |          0 |          0 |          0 |          1 |
          Italy  |       5609 |          0 |          0 |          0 |          1 |
          Italy  |       3313 |          0 |          0 |          0 |          1 |
          Italy  |      57329 |          0 |          0 |          0 |          1 |
          Italy  |     197650 |          0 |          0 |          0 |          1 |
          Italy  |       3302 |          0 |          0 |          0 |          1 |
          Italy  |      60706 |          0 |          0 |          0 |          1 |
          Italy  |       5394 |          0 |          0 |          0 |          3 |
          Italy  |      20836 |          0 |          0 |          0 |          2 |
          Italy  |       8612 |          0 |          0 |          0 |          2 |
          Italy  |      15589 |          0 |          0 |          0 |          1 |
          Italy  |      35612 |          0 |          0 |          0 |          4 |
          Italy  |      21034 |          0 |          0 |          0 |          1 |
          Italy  |      34129 |          0 |          0 |          0 |          1 |
          Italy  |      41497 |          0 |          0 |          0 |          1 |
          Italy  |       6734 |          0 |          0 |          0 |          1 |
          Italy  |       8265 |          0 |          0 |          0 |          1 |
          Italy  |      21309 |          0 |          0 |          0 |          1 |
          Italy  |      56911 |          0 |          0 |          0 |          1 |
          Italy  |      60432 |          0 |          0 |          0 |          1 |
          Italy  |      25518 |          0 |          0 |          0 |          1 |
          Italy  |       8660 |          0 |          0 |          0 |          2 |
          Italy  |       4589 |          0 |          0 |          0 |          2 |
          Italy  |      56472 |          0 |          0 |          0 |          1 |
          Italy  |      41381 |          0 |          0 |          0 |          1 |
         Angola  |      36907 |          0 |          0 |          0 |          1 |
       Ethiopia  |      24757 |          0 |          0 |          0 |          3 |
          Spain  |       8426 |          0 |          0 |          0 |          1 |
          Spain  |      16134 |          0 |          0 |          0 |          1 |
          Spain  |     200072 |          0 |          0 |          0 |          1 |
          Spain  |        766 |          0 |          0 |          0 |          3 |
          Spain  |      49835 |          0 |          0 |          0 |          2 |
          Spain  |      12715 |          0 |          0 |          0 |          2 |
          Spain  |      13287 |          0 |          0 |          0 |          2 |
          Spain  |     197240 |          0 |          0 |          0 |          1 |
          Spain  |      29119 |          0 |          0 |          0 |          1 |
          Spain  |      39069 |          0 |          0 |          0 |          1 |
          Spain  |      57929 |          0 |          0 |          0 |          1 |
          Spain  |      35699 |          0 |          0 |          0 |          1 |
          Spain  |      39020 |          0 |          0 |          0 |          1 |
          Spain  |      12338 |          0 |          0 |          0 |          3 |
          Spain  |      20815 |          0 |          0 |          0 |          1 |
          Spain  |      15488 |          0 |          0 |          0 |          2 |
          Spain  |      15630 |          0 |          0 |          0 |          1 |
          Spain  |      34977 |          0 |          0 |          0 |          1 |
          Spain  |       3352 |          0 |          0 |          0 |          3 |
          Spain  |       6739 |          0 |          0 |          0 |          2 |
          Spain  |       6750 |          0 |          0 |          0 |          1 |
          Spain  |     198096 |          0 |          0 |          0 |          1 |
          Spain  |      29680 |          0 |          0 |          0 |          1 |
          Spain  |      15810 |          0 |          0 |          0 |          1 |
          Spain  |      12479 |          0 |          0 |          0 |          3 |
          Spain  |     198653 |          0 |          0 |          0 |          1 |
  Moldova, Repu  |       1547 |          0 |          0 |          0 |          1 |
  Moldova, Repu  |       8926 |          0 |          0 |          0 |          1 |
  Moldova, Repu  |      43289 |          0 |          0 |          0 |          2 |
  Moldova, Repu  |      15836 |          0 |          0 |          0 |          1 |
  Moldova, Repu  |      28990 |          0 |          0 |          0 |          1 |
  Moldova, Repu  |      43925 |          0 |          0 |          0 |          1 |
        Uruguay  |       6057 |          0 |          0 |          0 |          3 |
        Uruguay  |      28000 |          0 |          0 |          0 |          2 |
         Monaco  |       6758 |          0 |          0 |          0 |          2 |
     Uzbekistan  |      12365 |          0 |          0 |          0 |          1 |
     Uzbekistan  |      31203 |          0 |          0 |          0 |          1 |
  Macedonia, th  |     199128 |          0 |          0 |          0 |          1 |
  Macedonia, th  |      43494 |          0 |          0 |          0 |          2 |
  Macedonia, th  |       5379 |          0 |          0 |          0 |          1 |
  Macedonia, th  |      43612 |          0 |          0 |          0 |          2 |
      Mauritius  |      23889 |          0 |          0 |          0 |          2 |
          Malta  |      12709 |          0 |          0 |          0 |          2 |
  United Kingdo  |       8468 |          0 |          0 |          0 |          1 |
  United Kingdo  |      41230 |          0 |          0 |          0 |          1 |
  United Kingdo  |      56329 |          0 |          0 |          0 |          4 |
  United Kingdo  |      31655 |          0 |          0 |          0 |          1 |
  United Kingdo  |      20712 |          0 |          0 |          0 |          1 |
     Mauritania  |       8657 |          0 |          0 |          0 |          1 |
        Ukraine  |      42331 |          0 |          0 |          0 |          1 |
        Ukraine  |     196705 |          0 |          0 |          0 |          1 |
        Ukraine  |      12872 |          0 |          0 |          0 |          2 |
        Ukraine  |      25521 |          0 |          0 |          0 |          1 |
        Ukraine  |      25133 |          0 |          0 |          0 |          1 |
        Ukraine  |      49125 |          0 |          0 |          0 |          1 |
        Ukraine  |      15626 |          0 |          0 |          0 |          1 |
        Ukraine  |      34251 |          0 |          0 |          0 |          1 |
        Ukraine  |      35067 |          0 |          0 |          0 |          2 |
        Ukraine  |      21219 |          0 |          0 |          0 |          3 |
        Ukraine  |      12545 |          0 |          0 |          0 |          1 |
        Ukraine  |      34056 |          0 |          0 |          0 |          2 |
        Ukraine  |      25229 |          0 |          0 |          0 |          2 |
        Ukraine  |      41911 |          0 |          0 |          0 |          1 |
        Ukraine  |     197361 |          0 |          0 |          0 |          1 |
        Ukraine  |       6876 |          0 |          0 |          0 |          1 |
        Ukraine  |       6703 |          0 |          0 |          0 |          2 |
        Ukraine  |      13188 |          0 |          0 |          0 |          2 |
        Ukraine  |      48915 |          0 |          0 |          0 |          1 |
        Ukraine  |      48756 |          0 |          0 |          0 |          1 |
        Ukraine  |      61354 |          0 |          0 |          0 |          1 |
        Ukraine  |      39065 |          0 |          0 |          0 |          1 |
        Ukraine  |      47800 |          0 |          0 |          0 |          1 |
        Ukraine  |      43656 |          0 |          0 |          0 |          1 |
        Ukraine  |      44487 |          0 |          0 |          0 |          1 |
        Ukraine  |      20590 |          0 |          0 |          0 |          3 |
        Ukraine  |      13121 |          0 |          0 |          0 |          2 |
        Ukraine  |      15683 |          0 |          0 |          0 |          2 |
        Ukraine  |      48957 |          0 |          0 |          0 |          2 |
        Ukraine  |     197145 |          0 |          0 |          0 |          1 |
        Ukraine  |     196740 |          0 |          0 |          0 |          1 |
        Ukraine  |      31148 |          0 |          0 |          0 |          3 |
        Ukraine  |      29632 |          0 |          0 |          0 |          1 |
        Ukraine  |      50648 |          0 |          0 |          0 |          1 |
        Ukraine  |      24962 |          0 |          0 |          0 |          1 |
        Ukraine  |      21131 |          0 |          0 |          0 |          2 |
        Ukraine  |      25082 |          0 |          0 |          0 |          1 |
        Ukraine  |      13249 |          0 |          0 |          0 |          1 |
        Ukraine  |      15772 |          0 |          0 |          0 |          2 |
        Ukraine  |      35816 |          0 |          0 |          0 |          1 |
        Ukraine  |      42727 |          0 |          0 |          0 |          1 |
        Ukraine  |      13103 |          0 |          0 |          0 |          1 |
        Ukraine  |      47725 |          0 |          0 |          0 |          1 |
        Ukraine  |      49889 |          0 |          0 |          0 |          3 |
        Ukraine  |      30822 |          0 |          0 |          0 |          1 |
        Ukraine  |      49337 |          0 |          0 |          0 |          1 |
        Ukraine  |      41709 |          0 |          0 |          0 |          1 |
        Ukraine  |      28907 |          0 |          0 |          0 |          1 |
        Ukraine  |      51930 |          0 |          0 |          0 |          2 |
        Ukraine  |      48438 |          0 |          0 |          0 |          1 |
        Ukraine  |      41435 |          0 |          0 |          0 |          1 |
        Ukraine  |     197424 |          0 |          0 |          0 |          1 |
        Ukraine  |       6886 |          0 |          0 |          0 |          1 |
        Ukraine  |       8359 |          0 |          0 |          0 |          1 |
        Ukraine  |      43998 |          0 |          0 |          0 |          1 |
        Ukraine  |      34814 |          0 |          0 |          0 |          1 |
        Ukraine  |      35714 |          0 |          0 |          0 |          1 |
        Ukraine  |      39728 |          0 |          0 |          0 |          2 |
        Ukraine  |      34867 |          0 |          0 |          0 |          1 |
        Ukraine  |      21261 |          0 |          0 |          0 |          1 |
        Ukraine  |     197159 |          0 |          0 |          0 |          1 |
        Ukraine  |      49984 |          0 |          0 |          0 |          1 |
        Ukraine  |       8788 |          0 |          0 |          0 |          1 |
        Ukraine  |       3261 |          0 |          0 |          0 |          1 |
        Ukraine  |      29688 |          0 |          0 |          0 |          1 |
        Ukraine  |      43554 |          0 |          0 |          0 |          1 |
        Ukraine  |      47694 |          0 |          0 |          0 |          1 |
        Ukraine  |      34248 |          0 |          0 |          0 |          1 |
        Ukraine  |      39608 |          0 |          0 |          0 |          2 |
        Ukraine  |      12662 |          0 |          0 |          0 |          3 |
        Ukraine  |      31725 |          0 |          0 |          0 |          1 |
        Ukraine  |      15377 |          0 |          0 |          0 |          3 |
        Ukraine  |      29067 |          0 |          0 |          0 |          1 |
        Ukraine  |      15497 |          0 |          0 |          0 |          1 |
        Ukraine  |      56347 |          0 |          0 |          0 |          1 |
        Ukraine  |      41588 |          0 |          0 |          0 |          1 |
        Ukraine  |      43022 |          0 |          0 |          0 |          1 |
        Ukraine  |      51214 |          0 |          0 |          0 |          1 |
        Ukraine  |      15800 |          0 |          0 |          0 |          1 |
        Ukraine  |      34187 |          0 |          0 |          0 |          3 |
        Ukraine  |      44750 |          0 |          0 |          0 |          1 |
        Ukraine  |      35680 |          0 |          0 |          0 |          1 |
         Mexico  |       6342 |          0 |          0 |          0 |          1 |
         Mexico  |      22884 |          0 |          0 |          0 |          1 |
         Mexico  |       8151 |          0 |          0 |          0 |          1 |
        Austria  |      44286 |          0 |          0 |          0 |          1 |
        Austria  |      39837 |          0 |          0 |          0 |          1 |
        Austria  |      56672 |          0 |          0 |          0 |          1 |
        Austria  |       1205 |          0 |          0 |          0 |          2 |
        Austria  |      31543 |          0 |          0 |          0 |          1 |
        Austria  |       8445 |          0 |          0 |          0 |          1 |
        Austria  |       6720 |          0 |          0 |          0 |          1 |
        Austria  |      42685 |          0 |          0 |          0 |          1 |
        Austria  |      56833 |          0 |          0 |          0 |          1 |
        Austria  |      39912 |          0 |          0 |          0 |          2 |
        Austria  |      30971 |          0 |          0 |          0 |          1 |
        Austria  |       1853 |          0 |          0 |          0 |          4 |
        Austria  |      31394 |          0 |          0 |          0 |          2 |
        Austria  |       1120 |          0 |          0 |          0 |          1 |
        Austria  |      29056 |          0 |          0 |          0 |          2 |
        Austria  |      31510 |          0 |          0 |          0 |          1 |
        Austria  |      50047 |          0 |          0 |          0 |          1 |
        Austria  |      57169 |          0 |          0 |          0 |          1 |
        Austria  |      38955 |          0 |          0 |          0 |          1 |
        Austria  |        679 |          0 |          0 |          0 |          1 |
        Austria  |      34347 |          0 |          0 |          0 |          2 |
        Austria  |       3330 |          0 |          0 |          0 |          1 |
        Austria  |      21079 |          0 |          0 |          0 |          1 |
        Austria  |      48943 |          0 |          0 |          0 |          1 |
        Austria  |       8412 |          0 |          0 |          0 |          1 |
        Austria  |       8339 |          0 |          0 |          0 |          1 |
        Austria  |       3248 |          0 |          0 |          0 |          4 |
        Austria  |      62239 |          0 |          0 |          0 |          1 |
        Austria  |       8447 |          0 |          0 |          0 |          3 |
        Austria  |      33890 |          0 |          0 |          0 |          1 |
        Austria  |      39057 |          0 |          0 |          0 |          1 |
        Austria  |       1764 |          0 |          0 |          0 |          3 |
         France  |      35540 |          0 |          0 |          0 |          3 |
         France  |       8220 |          0 |          0 |          0 |          1 |
         France  |     197573 |          0 |          0 |          0 |          1 |
         France  |      50583 |          0 |          0 |          0 |          3 |
         France  |     199422 |          0 |          0 |          0 |          4 |
         France  |     197696 |          0 |          0 |          0 |          1 |
         France  |       3943 |          0 |          0 |          0 |          1 |
         France  |      41765 |          0 |          0 |          0 |          1 |
         France  |      51458 |          0 |          0 |          0 |          1 |
         France  |      28877 |          0 |          0 |          0 |          1 |
         France  |      15557 |          0 |          0 |          0 |          3 |
         France  |       8304 |          0 |          0 |          0 |          1 |
         France  |      39405 |          0 |          0 |          0 |          1 |
         France  |      34863 |          0 |          0 |          0 |          1 |
         France  |      58308 |          0 |          0 |          0 |          1 |
         France  |      35625 |          0 |          0 |          0 |          2 |
         France  |       8309 |          0 |          0 |          0 |          1 |
         France  |      50087 |          0 |          0 |          0 |          1 |
         France  |       2200 |          0 |          0 |          0 |          2 |
         France  |       1712 |          0 |          0 |          0 |          1 |
         France  |      30972 |          0 |          0 |          0 |          1 |
         France  |     198060 |          0 |          0 |          0 |          1 |
         France  |      21502 |          0 |          0 |          0 |          4 |
         France  |      12670 |          0 |          0 |          0 |          1 |
         France  |      29605 |          0 |          0 |          0 |          1 |
         France  |       8677 |          0 |          0 |          0 |          1 |
         France  |      39506 |          0 |          0 |          0 |          1 |
         France  |      24904 |          0 |          0 |          0 |          1 |
         France  |      35152 |          0 |          0 |          0 |          1 |
         France  |       8784 |          0 |          0 |          0 |          1 |
         France  |     198423 |          0 |          0 |          0 |          1 |
         France  |      34019 |          0 |          0 |          0 |          2 |
         France  |      59689 |          0 |          0 |          0 |          1 |
         France  |      41690 |          0 |          0 |          0 |          1 |
         France  |      20900 |          0 |          0 |          0 |          1 |
         France  |      41090 |          0 |          0 |          0 |          4 |
         France  |       8228 |          0 |          0 |          0 |          4 |
         France  |     197422 |          0 |          0 |          0 |          1 |
         France  |      20926 |          0 |          0 |          0 |          1 |
         France  |      15826 |          0 |          0 |          0 |          1 |
         France  |      41272 |          0 |          0 |          0 |          2 |
         France  |     197133 |          0 |          0 |          0 |          2 |
         France  |       8310 |          0 |          0 |          0 |          1 |
         France  |       9036 |          0 |          0 |          0 |          1 |
         France  |      60532 |          0 |          0 |          0 |          1 |
         France  |      12826 |          0 |          0 |          0 |          1 |
         France  |      12343 |          0 |          0 |          0 |          3 |
         France  |      12844 |          0 |          0 |          0 |          1 |
         France  |      33835 |          0 |          0 |          0 |          1 |
         France  |      35665 |          0 |          0 |          0 |          1 |
         France  |      25187 |          0 |          0 |          0 |          1 |
         France  |      39605 |          0 |          0 |          0 |          1 |
         France  |      13193 |          0 |          0 |          0 |          2 |
         France  |      60444 |          0 |          0 |          0 |          1 |
         France  |      50446 |          0 |          0 |          0 |          1 |
         France  |      12322 |          0 |          0 |          0 |          4 |
         France  |      16276 |          0 |          0 |          0 |          2 |
         France  |       8839 |          0 |          0 |          0 |          1 |
         France  |      13273 |          0 |          0 |          0 |          1 |
         France  |      43142 |          0 |          0 |          0 |          2 |
         France  |      44141 |          0 |          0 |          0 |          1 |
         France  |        513 |          0 |          0 |          0 |          2 |
         France  |      29608 |          0 |          0 |          0 |          2 |
        Morocco  |      30983 |          0 |          0 |          0 |          1 |
        Finland  |      42252 |          0 |          0 |          0 |          1 |
        Finland  |      20931 |          0 |          0 |          0 |          1 |
        Finland  |      51164 |          0 |          0 |          0 |          1 |
        Finland  |      39857 |          0 |          0 |          0 |          2 |
        Finland  |      29422 |          0 |          0 |          0 |          2 |
        Finland  |       3238 |          0 |          0 |          0 |          1 |
        Finland  |      29243 |          0 |          0 |          0 |          1 |
        Finland  |     196655 |          0 |          0 |          0 |          1 |
        Finland  |      43382 |          0 |          0 |          0 |          1 |
        Finland  |      51319 |          0 |          0 |          0 |          1 |
        Finland  |      48299 |          0 |          0 |          0 |          1 |
        Finland  |       1759 |          0 |          0 |          0 |          4 |
        Finland  |      16302 |          0 |          0 |          0 |          1 |
        Finland  |      16086 |          0 |          0 |          0 |          4 |
        Finland  |      49866 |          0 |          0 |          0 |          1 |
        Finland  |      50503 |          0 |          0 |          0 |          1 |
        Finland  |      29432 |          0 |          0 |          0 |          1 |
    Netherlands  |       1128 |          0 |          0 |          0 |          1 |
    Netherlands  |       1140 |          0 |          0 |          0 |          2 |
    Netherlands  |       5390 |          0 |          0 |          0 |          2 |
    Netherlands  |      34106 |          0 |          0 |          0 |          1 |
    Netherlands  |      12871 |          0 |          0 |          0 |          2 |
    Netherlands  |      31019 |          0 |          0 |          0 |          1 |
    Netherlands  |      34108 |          0 |          0 |          0 |          1 |
    Netherlands  |       1124 |          0 |          0 |          0 |          2 |
    Netherlands  |      12902 |          0 |          0 |          0 |          1 |
    Netherlands  |      12859 |          0 |          0 |          0 |          1 |
    Netherlands  |      15435 |          0 |          0 |          0 |          2 |
    Netherlands  |      42689 |          0 |          0 |          0 |          1 |
    Netherlands  |       9143 |          0 |          0 |          0 |          3 |
    Netherlands  |      60874 |          0 |          0 |          0 |          2 |
    Netherlands  |      42707 |          0 |          0 |          0 |          1 |
    Netherlands  |      48972 |          0 |          0 |          0 |          1 |
    Netherlands  |      58291 |          0 |          0 |          0 |          1 |
    Netherlands  |      13127 |          0 |          0 |          0 |          2 |
    Netherlands  |      25596 |          0 |          0 |          0 |          2 |
    Netherlands  |       8737 |          0 |          0 |          0 |          3 |
    Netherlands  |      57771 |          0 |          0 |          0 |          2 |
    Netherlands  |      49544 |          0 |          0 |          0 |          1 |
    Netherlands  |      16243 |          0 |          0 |          0 |          1 |
    Netherlands  |      38930 |          0 |          0 |          0 |          1 |
    Netherlands  |       9150 |          0 |          0 |          0 |          1 |
    Netherlands  |       1133 |          0 |          0 |          0 |          1 |
    Netherlands  |      41445 |          0 |          0 |          0 |          1 |
    Netherlands  |       1136 |          0 |          0 |          0 |          3 |
    Netherlands  |      39647 |          0 |          0 |          0 |          2 |
    Netherlands  |      15542 |          0 |          0 |          0 |          1 |
    Netherlands  |       8283 |          0 |          0 |          0 |          1 |
    Netherlands  |      49562 |          0 |          0 |          0 |          4 |
    Netherlands  |       3333 |          0 |          0 |          0 |          3 |
    Netherlands  |      50673 |          0 |          0 |          0 |          1 |
    Netherlands  |      25182 |          0 |          0 |          0 |          1 |
    Netherlands  |      12414 |          0 |          0 |          0 |          3 |
    Netherlands  |       5615 |          0 |          0 |          0 |          4 |
    Netherlands  |     198508 |          0 |          0 |          0 |          1 |
    Netherlands  |      41153 |          0 |          0 |          0 |          1 |
    Netherlands  |       1103 |          0 |          0 |          0 |          3 |
    Netherlands  |       1101 |          0 |          0 |          0 |          2 |
    Netherlands  |      61044 |          0 |          0 |          0 |          1 |
    Netherlands  |      41887 |          0 |          0 |          0 |          2 |
         Norway  |      12929 |          0 |          0 |          0 |          1 |
         Norway  |      15765 |          0 |          0 |          0 |          1 |
         Norway  |      16234 |          0 |          0 |          0 |          1 |
         Norway  |      49409 |          0 |          0 |          0 |          1 |
         Norway  |      44764 |          0 |          0 |          0 |          1 |
         Norway  |     199115 |          0 |          0 |          0 |          1 |
         Norway  |      44763 |          0 |          0 |          0 |          1 |
         Norway  |      29695 |          0 |          0 |          0 |          2 |
         Norway  |      50304 |          0 |          0 |          0 |          1 |
         Norway  |      13243 |          0 |          0 |          0 |          1 |
         Norway  |       2119 |          0 |          0 |          0 |          1 |
         Norway  |       8542 |          0 |          0 |          0 |          2 |
         Norway  |      39029 |          0 |          0 |          0 |          3 |
         Norway  |      31169 |          0 |          0 |          0 |          2 |
         Norway  |       2116 |          0 |          0 |          0 |          3 |
         Norway  |       5381 |          0 |          0 |          0 |          1 |
         Norway  |      31283 |          0 |          0 |          0 |          1 |
         Norway  |      25148 |          0 |          0 |          0 |          1 |
         Norway  |      30737 |          0 |          0 |          0 |          1 |
         Norway  |      41164 |          0 |          0 |          0 |          1 |
         Norway  |      48144 |          0 |          0 |          0 |          1 |
         Norway  |     198869 |          0 |          0 |          0 |          1 |
         Norway  |      61275 |          0 |          0 |          0 |          1 |
         Norway  |      16175 |          0 |          0 |          0 |          1 |
         Norway  |      57381 |          0 |          0 |          0 |          1 |
        Namibia  |      33763 |          0 |          0 |          0 |          1 |
          Niger  |      37385 |          0 |          0 |          0 |          2 |
        Nigeria  |      30984 |          0 |          0 |          0 |          2 |
        Nigeria  |      30988 |          0 |          0 |          0 |          1 |
    New Zealand  |      18199 |          0 |          0 |          0 |          1 |
    New Zealand  |      45164 |          0 |          0 |          0 |          1 |
    New Zealand  |      23655 |          0 |          0 |          0 |          2 |
    New Zealand  |       4771 |          0 |          0 |          0 |          3 |
    New Zealand  |     133124 |          0 |          0 |          0 |          1 |
    New Zealand  |      45637 |          0 |          0 |          0 |          1 |
    New Zealand  |      24398 |          0 |          0 |          0 |          4 |
    New Zealand  |      45267 |          0 |          0 |          0 |          1 |
    New Zealand  |      45809 |          0 |          0 |          0 |          1 |
    New Zealand  |       4768 |          0 |          0 |          0 |          2 |
    New Zealand  |      17746 |          0 |          0 |          0 |          1 |
    New Zealand  |        681 |          0 |          0 |          0 |          1 |
    New Zealand  |       9500 |          0 |          0 |          0 |          1 |
    New Zealand  |       9431 |          0 |          0 |          0 |          1 |
          Nepal  |      38217 |          0 |          0 |          0 |          1 |
          Nepal  |      17501 |          0 |          0 |          0 |          2 |
Hypothesis for valid sslcert answers based on a mean of 1.000000 is ['8796353606545229494490896265396764727', '120009509', '141450969889825188956824007703464669541', '4835703278459898099217594', '20282409603674521618893317035135', '15428679444543387364581045867212255917']
-----------------------------------------------------------------------------------
   Country Name  |        ASN |         In |        Out |      Error |      Empty |
-----------------------------------------------------------------------------------
     Bangladesh  |      24122 |          0 |          0 |          0 |          1 |
     Bangladesh  |      58587 |          0 |          0 |          0 |          1 |
        Belgium  |      42160 |          0 |          0 |          0 |          2 |
        Belgium  |       8220 |          0 |          0 |          0 |          1 |
        Belgium  |      30961 |          0 |          0 |          0 |          1 |
        Belgium  |      43751 |          0 |          0 |          0 |          2 |
        Belgium  |       2611 |          0 |          0 |          0 |          4 |
        Belgium  |      28707 |          0 |          0 |          0 |          1 |
        Belgium  |      21239 |          0 |          0 |          0 |          1 |
        Belgium  |       3491 |          0 |          0 |          0 |          1 |
